name,place_id,opening_hours,photos,rating,user_ratings_total,geometry,price_level,types,price_range
Deepak Khajha Ghar,ChIJKVexgM8Z6zkRwPanFp_-Ff0,,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102509364420567120447"">Nepali Sound</a>'], 'photo_reference': 'AeeoHcJ98KkEBOV9x9c6vd_y6RLiOgDTQRWN9YzwgzGh6qeCOryJvn5vzKMCobe69g2EimFjssOdSppx7NiKcSAqvEb_dr6YJrmEJZlLF5-0ffShK6C6cFHg7HHCWSFaQAzGbg_zZzOCMyt8vri8zHpLO4XXNcZjOYEDhYVzBtrlf_XlVfdzFvG1U1Jyd2LRipLRZt5WPhKzqjUPUjmCyt-YCotgMK_wn0Q3Y0lAfP4bFCsAIlb5PAf0togLJKYMTqHWa47s1DpLQTNkqvPJqTbAzcp_DrtxPdXdKwx_YnXAKDkywoGSteJ-HBeqjg0HerTHGQLFlZPzkKNxXsUazXq83HI592sIfCIRxg0qI2Vkw3Qlpxh-SOydikSvPJq5mJ2M_RR4W-7SVtIfLKi0NcJJ0oiMomG2-lrhq4W3CNa4gybXqVRsxksPTVOON41Mv6MXPqx-pVqgJea7jyaG-_PDBN9hdEAQ9699Z7Mp-Ao3umrd5_WAfBcQ3vkQeEF_FLYieVg66yreeG82HHpPTp-QvB45Jx1eisLOuj5fltdXAKUJ7R1WMEEwjixHyN4PwH1z516d6BG0CrU-0qs_ZqTpof4eUCAzgvnIZz_vBVxh3ShsPHw6EMZPUo-zVEq4bHidASnKZA', 'width': 3024}]",4.0,1.0,"{'location': {'lat': 27.7168783, 'lng': 85.3326811}, 'viewport': {'northeast': {'lat': 27.7182171302915, 'lng': 85.3340678802915}, 'southwest': {'lat': 27.7155191697085, 'lng': 85.33136991970848}}}",,[],Mid (Rs. 301–700)
House of Eggs,ChIJLVRUG6kZ6zkRTO77WlGj2pA,{'open_now': True},"[{'height': 2464, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112784372614381021264"">Aruna Karki</a>'], 'photo_reference': 'AeeoHcL3oENqGdU1dMYVLHZyc0oZ1dGd5Qqh5cNqqLumGBQas8kc36jUdsps8sJgg-JUh7605WzGbq-B68BVRj5ac_MJJsMBKkSgpKPwuCyaeehQd_zGyJE7pBbeDW6QohPKoF9g_6oiXNNF0yD14O5f7LhY52VjT_0ipkmzGNSFGo1NHjHp_ekjo4mCV50qxpToBwphhyQEx3PtCeu2i-1ZBAfJhsBSxNtzjyVcBBR6HsrQjlQp7MEwTg0l1yeMTe8gORsc7mkM96WHQsD1pIDgcdxneDsx2ThmyhVLXZxu8PHUxyDKjNtHg4yBYYij2mlWtutBA-hTHEPZokpBk_HBU5CllY6oq7C194OpGhQ8vFPQ4d9IVwFCsMVc7wrxtbiSfnzLvo-WA0Jn9k9BCRu7II2OiR005hbsJKZ11mdUSM9esXzy6o854BLPrs_Si-6qR0hq7vVZCvBdLZEKuacliRoKBCGI_k1X8xONCFfgpJFg2bcs-PnFNKAmZdQxH6NnGYQ56EBAUS6YFs4Xi1VSL9X_WyH6Mz86kJrvoaOJnlnTrXt3I-LChlZiQtv__Im865s56HnTN90ztJMN_G7Rs2tDgcyY7FLgMIuU0wTHrtZB99LO2Q977AVr8N4pIt26UDfRXZ-D', 'width': 3280}]",4.0,615.0,"{'location': {'lat': 27.7170004, 'lng': 85.33275619999999}, 'viewport': {'northeast': {'lat': 27.7183399302915, 'lng': 85.33413183029151}, 'southwest': {'lat': 27.7156419697085, 'lng': 85.33143386970849}}}",3.0,"['indian', 'coffee', 'thakali', 'momo', 'burger', 'pizza', 'newari', 'sekuwa', 'noodles']",Premium (Rs. 1201+)
Bhimeshwor Khaja Ghar,ChIJ-VlYnXIZ6zkRl5qD5l8PPq4,{'open_now': True},,3.2,11.0,"{'location': {'lat': 27.717648, 'lng': 85.336186}, 'viewport': {'northeast': {'lat': 27.7189871802915, 'lng': 85.33757053029152}, 'southwest': {'lat': 27.7162892197085, 'lng': 85.3348725697085}}}",,[],Mid (Rs. 301–700)
White house mo.mo. and newa food,ChIJuZZZwPIZ6zkRKNvvF0C8gSY,{'open_now': True},"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/118122904152089281778"">Ram Prajapati</a>'], 'photo_reference': 'AeeoHcItLGHILGpjr_5ZYI7lWZm9cTaD2NaHZqzLOTDvZ8Sz9R2lzEjrLbZoDioIs7oU-oh6kYFfGgHULMzjRxpedEBOSypUMrfES24INk0SP03cUK6J2k5NmJwv52WkolGbCumoKI4nY-0xJpwGv3KXYDHfW9wgxAQD9UsPby4EomVw8gYtF8DgmDF_xrykK01tOD02bmtVAGRLEJ5Iukji6Hsbt3zGMmN0I0qOJTgrzHuqCUOqNRhLpekWvYL6rBg89f4yJB7sWlWxnrTtDAjKLcb6jDQ-n-WYDdAMD0tPBaBSikxuQSaEXN7wBmwldXKgyr5i1v9t57O8cIo6NqQvvnHWkJMYVYBKMbMdefxzxRfwagVjsabM3488XvEcXOLpGzI-pA9IB05ATv_mXIqGOV7l4TYe6iBxLZpwRS0oeGvraxpUI2XPrzyd0nEThrxi-0r6nJvEgXEICJZfll_W4tgwCDgLOcyZEJTdcZtyQi8xKfzuSsdC3tBzDNZyKaBtAms_ctZeYkxfD-7yAKDrqCtMeIagvaBjemQcfi6qeZEz4-bu1Xqc--53u4D01uiRkXFIm5A69jvMrjBRGFmboiuwbfMnFowFERPRAXM5SHPPTrPRepDcjCXi1xXhn4lVTInuEUQt', 'width': 1920}]",4.7,3.0,"{'location': {'lat': 27.714641, 'lng': 85.3382352}, 'viewport': {'northeast': {'lat': 27.7159811802915, 'lng': 85.33964073029149}, 'southwest': {'lat': 27.7132832197085, 'lng': 85.33694276970849}}}",,"['pizza', 'coffee', 'indian', 'burger']",Mid (Rs. 301–700)
Community yomeri and bara stall ( newari khaja ),ChIJ8ZetTAAZ6zkRQyu03AOl5uU,,,,,"{'location': {'lat': 27.7176958, 'lng': 85.33612769999999}, 'viewport': {'northeast': {'lat': 27.71902558029151, 'lng': 85.33754648029151}, 'southwest': {'lat': 27.7163276197085, 'lng': 85.33484851970849}}}",,"['indian', 'coffee', 'thakali', 'momo', 'burger', 'sekuwa', 'newari', 'noodles']",Mid (Rs. 301–700)
Aroy Thai,ChIJb752lAwZ6zkRgYdkX2a2Ap0,{'open_now': False},"[{'height': 2976, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115932627749620022650"">Saranphon Gurung</a>'], 'photo_reference': 'AeeoHcJRwmwNUs-PpFWnxx2pp21QwpOfffx_c6yyJ1huaYYOXc0n91L-UfRnfxp6u4G06fqPe1DQZMNXEcrxAlgb6aFLQAvaVCaXqB3NXRY1fdh7X3WfYtK9nb3W6A-N0gSabUd86w3XDAJ3hsDqXWIHiMjRxEEnh4iL9umUVEZbGuN6a-G3GD8ayEV6UFDRnp9H-hu6iQGJgASESH08kcUlMwbct3G0dVsgAeKiC8KiOasSUpT1eAIxkyk5U-RwvGFDvewdo-bDHz6UEWsiKRzM-yKNM7lz6XqUEeDLTK6i45XyknZjZiZxA7zBeBR6qaSPK1QUg7oFDZpaSY6bUepf858fwdYIsfw2wnZvi_7zdGN2Ve-0GAfFXOp9oPRpokYZzKOyOysTDgY2IyoO1OhNUMdyV7PRDepzOzwlTxzgZpMKN8Ij4NA64-TGVz5-fRwIa7cnNe_T-WSWa_VmMUv8AXyQ2a9nUY5_NXMZhvWaYCMAP0RSo3AOhtNqLb1NRecSwroks8Xs2xmef_klNKq2RokP_8obd_ugWpoYNwqrT7XeaN6MpoXJ4dTv3q3sWEftz5Dh8zbDcBiQ8q120kh_g_5t_A1g1UvkBPsDd8T30ANvyc-t8H9zxJYj9X7iTtZs15UPMQ', 'width': 3968}]",4.6,207.0,"{'location': {'lat': 27.7129263, 'lng': 85.3327059}, 'viewport': {'northeast': {'lat': 27.7142069802915, 'lng': 85.33413103029152}, 'southwest': {'lat': 27.7115090197085, 'lng': 85.3314330697085}}}",1.0,"['pizza', 'sekuwa']",Mid (Rs. 301–700)
Aman Khaja Ghar,ChIJ69vCyXMZ6zkRsHzsRK8romU,,"[{'height': 1040, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106554186732182723711"">Nitin Chand</a>'], 'photo_reference': 'AeeoHcIHzU3SRW4EIwq0Wfsujy6lXEOTFtlcupQj8qdmTQ5e-nzg0GriM5R0F-Z1Yy2BrquJVQ-EE-pHWEpPDKDB-ktwZ_oZbfFt49OOC8gsLJ5oWhwixjIZN2yF62my-RHhpw0xb8m4RWbBFeN5TfeBFNY6th4fh05xBnS73LyBX52wLPOjFffFWofffnnwuH8_owzvIJtqNWgK6AHGbPL3Bg6uE6Pewjonn-HTfa_qnETHeFAlsSLSTWz7VMcA6_aJ7EcIyPcPQidG0oB72AWptXNagPW4bsmQ5jqyPjNw4F7nunrClZQIa_yoOQIa5hKErXavpMA-RlBa6sUB6ks8_03FTjzdnS68RhyFlcLp7CuOpemzUWnx-0366AkP-C0Ttr1lvfr99Z_r9A0I3KKYm9NpzDmvtGkB8HB6ZYUSmR2vnbm0bF9gOWkt7DYWsA1WMFNinkaVMVxKWewsDJeEDRcqN6fOv_IAA6ltOpYb_S-5gpNKxlocTrlGWXOm5P3G-U1IZno_T4-T44EcUJd0-z6XDseDEI4hCgj4NlmdEe8doALY3l9z3_8RUSjeS2rRFHchYc9GpSB5K81tCSCOGWZb26nv88x921o9IdU6UwQFRmZVCXw1zcrvb2wInhCT9XDNow', 'width': 864}]",2.0,2.0,"{'location': {'lat': 27.7143772, 'lng': 85.33820229999999}, 'viewport': {'northeast': {'lat': 27.7157188802915, 'lng': 85.3395983802915}, 'southwest': {'lat': 27.71302091970849, 'lng': 85.3369004197085}}}",,"['pizza', 'sekuwa']",Mid (Rs. 301–700)
Sabin Khaja Ghar,ChIJkx8fyHMZ6zkRrxZN3MX1nBo,,"[{'height': 2448, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113187295613559916437"">Mr. Dipen Bogati</a>'], 'photo_reference': 'AeeoHcIUSzfCnTE4pTj5T6P65m163rsWBVOnDTRCm70gmXfsSMD1X5aWoOiajqSAXN5J2dQvbPM2LZhOuUs_EgJvg8pp3-xP_xMog4sz5p7tbEeTCS_KHgW0P6AQykuo9dpyiD9ZGdBTBYep5bvATCCMQOKVksfM1bHSfVW8MBS2bCEpwK2-XRN4npNt4i37PME2MkcXD4cm1wPl2jiSnwZSLRJvfHUYBK_U4ij2NaVzeesbyMAI13uDe8p8hqbSL4RVpV8FBMvfNKI3316DCUXUXUPlqmfgITidA562lrmNTg1d-yOtpQLS9-Rr9zSkcHYiuSaveMPBcJFWodZbe3PQorh9vSybfcnLXAoTenrqXfGphbU5MGZTrQ-TFiuSyY_VuSABPNgC8ZbiXsnvv1iWvglnkS9lZtjfAOX7LOyIY7HlFsNztMUvYXrrq8hIMWNk8eGUzHQ-2Z_4qIR_fS7zUN5mikemTvFN1zb1b5F7WuFPTKhVDbbq8wZ8jrSE369nsz-hQ1IKUvFZo2jF0SCUH8TbbCSpSbNrVLQviFE_qQ3b_HvHGzLb1wvi9GuoKye0I9yrWjWuvRY-8FrKNht76kKYW7T9NMxOUO7TF118HEqAp2qcSm0mhHLNb9NpUKFDYa8DvQ', 'width': 3264}]",4.7,3.0,"{'location': {'lat': 27.7140858, 'lng': 85.33812759999999}, 'viewport': {'northeast': {'lat': 27.7154897302915, 'lng': 85.3394758802915}, 'southwest': {'lat': 27.7127917697085, 'lng': 85.3367779197085}}}",,"['coffee', 'burger']",Mid (Rs. 301–700)
Sarbashrestha Backyard Restro,ChIJd4TwWgAZ6zkRzuGRSY-g1nU,{'open_now': True},"[{'height': 1920, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104283702012944795696"">Sarbashrestha Backyard Restro</a>'], 'photo_reference': 'AeeoHcIUhTqA_6NqkEEyCJdAp7_ANMKkoAT2sNG9kNvEBsViCIGk4T2yFhTUn7lGK7jRliMBxYAqjqLrwFrcZlxpUsJ629STWqPpObl16cbs9RpXyir3QGgEQWxqfs77ID4lz9Sd70-o0FmjboM0jgU_iz5zZhKDWB_04R_Z5rRslbAXgFkbmZAT6Nzu6KfS4SmmE-Lj4PlzmexUEy1iOigIZBO6w8JW1KllFoOfBTIkJ5U-Vy3ij_AeVruOAMCBsBeJwbuu4q1KvgzmD5kwIqS4grAdg7UasTAZG1-20mYlLt0UI8Sjsrjz9gcjL1DvxxIzAr3KtwxQaLw', 'width': 1080}]",5.0,3.0,"{'location': {'lat': 27.7132142, 'lng': 85.332385}, 'viewport': {'northeast': {'lat': 27.7145706302915, 'lng': 85.33371488029151}, 'southwest': {'lat': 27.7118726697085, 'lng': 85.3310169197085}}}",,"['indian', 'thakali', 'coffee', 'noodles']",Mid (Rs. 301–700)
Hotel Moonlight,ChIJqXlzSakZ6zkROxCbp6Fnx58,{'open_now': True},"[{'height': 2687, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106980818309055856033"">kRaxler</a>'], 'photo_reference': 'AeeoHcKW-uru7kdg7DevDj8c2mQaNwVjLSrhy2oOcHy9219Z31MlEg7WrYyCNZ5JIbxPlhy7-b6gqJdYP7zAXpSvcOIQIencckTECJnvtGT3vfDQx4e0mJDTA9VH1DMJI6DyQY91ik6FrBzeEUlvYpydlDi1nVpDZdECY_BagSjmQ0-NCkTrhv_1gz4CAcY4HkZLSBX0Ia6Dnm7Lo0Vi8FHZa5R-Js9npcdUe4Xl3I_hp1YSR-xPEWMV98CjmdLi4ZoGQLWFkmPpUV1S57cqqCn7Uky9WEqQYFR4P7GcK8wMEdJfYPsZkkwwFI-0SpgIjncoQwvm6inChaqnEJgzBbNGu04EoWlXMonTFVGXusSaaW1_sWntteca3gQXI3uKR-3WohwMPPLYJAX8So1YqIRtaUkuetJQpZfpxvG7f7jX20a2egUCYAohRGt7AIq3KtgLvZCMw0isUV7MSutYEgkTUBQOlEvtpHJ49HCKVbGiqli6BfteXKCuQbOAqLQvzhm9ppiSbAJvToBuHn0PABkRDj5FyPOQ1hb3JpLGnLurTOFmgaHk1xmQc5dM1w9Hr5IjttPO9jjKfE5tkZ-nZYPk0mdVTMGJM-29ut5cCOFfoGzNINYRDlRPuMAvpodes5tCq3ZRj8A_', 'width': 4030}]",4.4,1075.0,"{'location': {'lat': 27.71686519999999, 'lng': 85.3087316}, 'viewport': {'northeast': {'lat': 27.7181919802915, 'lng': 85.3101362302915}, 'southwest': {'lat': 27.71549401970849, 'lng': 85.3074382697085}}}",,['momo'],Mid (Rs. 301–700)
JOBS LINK INTERNATIONAL PVT LTD,ChIJR3XtMCAZ6zkR6ZXhTgG9EUI,{'open_now': False},"[{'height': 997, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107426941620488185791"">G. B. Tamang</a>'], 'photo_reference': 'AeeoHcLrZ2Z0fI3bFEe7G-sNHf72yJzigVtphjYCkf4siGvjUovhp6BD3q5d52tnhx1B7HCvz92GXYAifxAoU22-RbNv0SMU__yq1xFF-GSaCRSETOcoYTSjRezHhDKVZVd9FZzcI_KsYAZg5kDW3KAKuStLFf8Nr3vtNwAa0fJB7n8dXg5VtFBKhSua-WJSQUZ9SlK5nafoVGqvujW9IMHqL0thojauhzqrmAEuDbcS0cVCRNm0P4EtX8iobbg4LomKL5YlwKIOmbwMS4Wit1qV8BNtIO0bfAUi5rR0U-H-2-DPwPdQ4rfN-yYB7X88OVKuZzgg7DW4KsJb0EcJ6tbLPqSu5wTh1ER19vaPmEHYqtg9K9VsLgDCZNrNv_j44cAoWu-dkWXbclsH6hVHeIXvuli7QNj_zKEzorwZAfIsCA_MTb_2qH2mnoAorRf09f-10wZqvIgCfvYpkejKgBB700YgmBUQWGjIDiIVeDbg-tq3swGtnKnBbvQfilty82aSzwGT0JYARpkULv7Y-0gFMmcKEsWCQvDvvUPZqeuzVycDojHJqEqOObRJKquME9iKqLVoA-Kp7kileglcHTP3XuBdGzTUAP98DSuTkYFeqNL5cRC0X_T5gDMZatKSLqk1', 'width': 2153}]",3.7,9.0,"{'location': {'lat': 27.7317785, 'lng': 85.31791419999999}, 'viewport': {'northeast': {'lat': 27.7331261802915, 'lng': 85.3192633802915}, 'southwest': {'lat': 27.73042821970849, 'lng': 85.3165654197085}}}",,"['indian', 'coffee', 'thakali', 'momo', 'burger', 'pizza', 'sekuwa', 'newari', 'noodles']",Mid (Rs. 301–700)
Sandwich Corner,ChIJU_zFHSEZ6zkRWLWYaoo_tJk,{'open_now': False},"[{'height': 2448, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110212377159679409359"">Sanjeev Kc</a>'], 'photo_reference': 'AeeoHcK758hBkjSD6JjTCy7LsF4dkSwEqXoYaa0zX2UxLTr_akBKzH9Fl6n6snq9iBBuSO_XVFJ0oQCHr23eo-t-YLQjibF8Dtj-Tw5hUhMxgRwKC7mX4c3V_l3E8TxT5KifPFbHEiA4TZ79fMMtz6UO9aG1cmp1oerRuUPDEY6yJsb7dR5--CH6ViZBwUrcXpkedRPgk_naI74QcdS29govN6RkffRMl6U97PhECusFg67yh9BPBmxJNMZJ7wXjkMgigqY0iXsxsSPIgy57FYknfgpCh0e4sj7s0P0fzhiRMHGvnsy7oW_77iNyOrZOVfN0ZrRl5izVqKg2ryc-AXTTtFKL10gQm-CYszU_9Wvv6wWIqd8Apg-U6soSH6vd_z8lBs0o66RW9udx2shbrszHiqoB4W5OvUlhsNDbd4eMJJjZXV6fSGl9glyzexl0TvVsAJk5N3T0eOG6jBpIxRFirfiAsHKbbJVkqZbi8IlVAd3I7ktHf7Qn-zLcJm4Jb3P9VbPWfgbc_mznnMSplZg2zFtGG4CW5d0yMLDDvgxELCg7Kg_uNRsnmpbUhgDudklJ7QhOpgJjPtZGTIUrvkrvztvyxP4wUN4J5NdTtUtp8Rv5Emz9Jjw8xrcq-rHCCL7l-foA1g', 'width': 3264}]",4.0,21.0,"{'location': {'lat': 27.7326824, 'lng': 85.316221}, 'viewport': {'northeast': {'lat': 27.7340334802915, 'lng': 85.3176062802915}, 'southwest': {'lat': 27.7313355197085, 'lng': 85.3149083197085}}}",,[],Mid (Rs. 301–700)
Le Sherpa Restaurant,ChIJpfKsgBcZ6zkR2RMtBgIQors,{'open_now': True},"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111059774667715895513"">Le Sherpa Restaurant</a>'], 'photo_reference': 'AeeoHcKhYe2WxjHj-b9xkhjqlQCYQjGuX_9sjyzgi0pdjmqDK_dgGwhP7vX-NGILP-NJRh1A1O58JrDHsr0iwJkLAEdBboCJwHD8yiZJDMdKEqRwPeNZ9f3J2fV6pWS6FojEucB-w6g06-meXoTM-C6XJjUd4QKueZeVj7Gu8dILjAcG8Yopqk4aPALDwsw10zkpu9sEzK3S72YkfLV-eruamI-JUp0R50hatZpTkbZqAxI7nk2XMocNdsYltVi75NNFV0Oaet0TG3uW6WjFSmVCAWL0_2n75i6aw2b6lTdb_iCtnfej-i-y0iWWoYCW63FM1qT4QABvTtw', 'width': 6000}]",4.3,1126.0,"{'location': {'lat': 27.7314672, 'lng': 85.32773519999999}, 'viewport': {'northeast': {'lat': 27.7328805802915, 'lng': 85.32901658029151}, 'southwest': {'lat': 27.7301826197085, 'lng': 85.32631861970849}}}",3.0,[],Premium (Rs. 1201+)
Helambu sekuwa kanar,ChIJ-7EQDt8Y6zkRqylbH_rKmso,{'open_now': False},,4.0,2.0,"{'location': {'lat': 27.73215059999999, 'lng': 85.31194690000001}, 'viewport': {'northeast': {'lat': 27.7334742302915, 'lng': 85.31329228029152}, 'southwest': {'lat': 27.73077626970849, 'lng': 85.31059431970851}}}",,"['indian', 'coffee', 'thakali', 'momo', 'sekuwa', 'pizza', 'newari', 'burger', 'noodles']",Mid (Rs. 301–700)
Nitish Sweets,ChIJ2UOqSycZ6zkR45U_SacWlgk,{'open_now': True},"[{'height': 2880, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103034502165006512279"">Ravi Dahal</a>'], 'photo_reference': 'AeeoHcL7kHHydIKmvPzvYeYtcHYmkNJDMVjoR7ytnW1jwtLyIZdhPmF1WHrZaUPN1R4bdAZjmhwSpdW7M_0Uqhv7WHnbDbxjUWqQideOoqzqkcm2SzRG4E_fzHsvufdjkCLbJ3-3fFUv5eTl5dLKhqZGKDKpPL1lAK3yX2JwxBdiT3kxPZoPspStCxUbwUnCWeFQcLs3ohcOAi2yyJt5DPcAS4fe2RDmEJKzlA9ZISPUp7lY5EWE1SDe8OiaaqZNcG1fq_AP8lhSjYJfbf2WjR5C3nFHBoyMpHgtwVjPrEGGDQ1gaV0W3tXkkHp3ihkq-onQa64eqwiI_AdcZZncBWgWLjI1IEWRav8bKVGzWUB7bgXWxOSgZNGhPuOXneIL-IV6w0AI_QIlG3RGz4XRKJXhb5a5SCWSuvrSwJw6QMbd2OsBtDGc1IAqbgj2WkgCM4C6tLSJC_4AQkxPhbxIzKVK8FhDM1j5bY8afEm_rtOovbtdo2cutY47p2Pt4GLOVd26vVv1cgTLbRf9J6yYxnZi_U1496CQC0fLC9RNQneKyXOUnkgBYFhW82CoxevBl9Ov4FlBUCHUGacePJFxXtjKXUqRXu1lxvDrv2uzPCG9cC2cRziRV2KjET9GHLZ7bV9a8i_ikQ', 'width': 11072}]",3.7,350.0,"{'location': {'lat': 27.7346048, 'lng': 85.3146093}, 'viewport': {'northeast': {'lat': 27.73599093029151, 'lng': 85.3159504302915}, 'southwest': {'lat': 27.7332929697085, 'lng': 85.31325246970849}}}",2.0,['thakali'],High (Rs. 701–1200)
Hotel Deepjyoti,ChIJhS8oBt8Y6zkR4g87riEtLRg,,"[{'height': 4608, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115924813432164760465"">Sanjaya dahal</a>'], 'photo_reference': 'AeeoHcJLGwtPtVBhFYLUpcRfC6Ckh0mjYBq9FoF01x-kEQZFNh3Mcn8uVs_iQTdjaVxvUeC30_1QweUqrdIp2HYogWkogXRxVyVSC5VvbbCCqKoXfzgzUvib5qSnQWujPHAmA8TofwpPsgS6MVar6FUJ_U8oMD1ssmE1qokQAEGd5m2qixnN9EA0ximB_a8xqg2qFlYr-OVXgVTt_9DL4HRMV_WvPbW3JjSk8lX8S1XhWkdG90wXKeI3tjCxw3xPqVg8CETI3r4mavhSrfGO2FVpJKx-pnnZm4C-5g2_rdTVY5yOXGeVya5KY6bu80bqc87sD_0BGedpdfXdMckjYfG7T56n6npvwu4_15jiORMQfEPz_1-annF02IKnBi6SInqYbZPhvo7k4ILgfFqnKyLSv3UQomD3KEtyTEBkl0uChYLcMurMP4p-PniBUoi5ILUJ2JtDcmbq3y8B-oWcCwvsXHQxZB7bF1Ojb9U7EsqHPhLwSCM9Z417lv3vXqCrZxu4bGD6oCTB5DTiWzbxtRZ_zNjOR_mpwT2mQH8ZCea-Y7o6JxjzDDAcAkhoiajA5pIBjgbdlCKc22pHfZOEHnLCZIKcMfhdkAlHBhszQprvFlUvyW8cNYLlHxSdAblpaxnokH5QIQ', 'width': 3072}]",3.8,45.0,"{'location': {'lat': 27.7322113, 'lng': 85.31092129999999}, 'viewport': {'northeast': {'lat': 27.7335615802915, 'lng': 85.3122705302915}, 'southwest': {'lat': 27.73086361970849, 'lng': 85.30957256970848}}}",,"['thakali', 'momo', 'sekuwa', 'pizza', 'noodles']",Mid (Rs. 301–700)
Sky Banquets,ChIJC2Ut2SYZ6zkRN6fSz9mgx2A,{'open_now': True},"[{'height': 640, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106641486922354284550"">Sky Banquets</a>'], 'photo_reference': 'AeeoHcLQxvCdSFOw-AuSJWAREwVIsVjCBSVeMnH6ojkNUvZZzM_vMaLRVmGJ2kdGNZ5eJr9emkuvggbP6-Kj7Y5HNdLT6SGmWa0Rzgv5jke6BGl_Md0noum3ODi0o3jgsAn9Z-eJ1za53aSrimMJkOhr4S7pAx0OPInO6m1HHqfKTzQsF0rqIYjtLynjfuybykL3_fC88LzNArAbVmceaUMRvJnUP1gCgpn37xAL3ydq6K_fe2YCDSOJalsUppr2dp6s1hsYVdis0YXbfUpYliTRtbe8N7HBbBY9NSl1lmeh8doyOm2S3ZNREY906gT3tlogc2ZS2aSzlnQ', 'width': 960}]",3.8,520.0,"{'location': {'lat': 27.7355043, 'lng': 85.31730429999999}, 'viewport': {'northeast': {'lat': 27.7367393802915, 'lng': 85.3186581302915}, 'southwest': {'lat': 27.73404141970849, 'lng': 85.31596016970849}}}",2.0,"['indian', 'coffee', 'thakali', 'momo', 'pizza', 'newari', 'noodles']",High (Rs. 701–1200)
Bajeko sekuwa Sorakhutte,ChIJjx2McuMY6zkRMR0mon6Ipqc,{'open_now': True},"[{'height': 4608, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104369457617202574147"">Kevin Willcocks</a>'], 'photo_reference': 'AeeoHcLp6R_vdQYV7ptmBvcNz3YBojjINgyGhN4p4zetKbK31SjsRkRo7fR-CukLrlhqxmvaEIgdPobgpHBFw2bd7iwRP4RbNTYpX6gtFjscrOr_5lOANukVeeebLYRMdnKzm35eVKMDRf_jPiRmrtqRXgjivgPofSYJHXniHdMgwboarrQ8XibAopajH876VhwPAKpbXrjuWXf_k4uQsvQN18ZRmg8Bw4ONVf1xGsSJ48ezuwqCkuPDJUKlGKxCswPabHRzEPPAROVxt9_rEnMeB87u32p22Ks97Iqkki2kZ-xgzuUpXzikEqNulh9FnUiGRkOQJ8m24hSAt68KWkoHEQ3KF6_-qq7a5GbIz8tk1CPMLxBjKJTDEp5UZIukdGxxpwEGlHxNrgx97e0dXrq2V7BHYpzzhJnDQI7vFh9s8m9wmroyubQsPkz-8nyBi3w5q_0cbHzSfM0fQMPT8o03Tsvm5gvoSKO_quUli4T1NSH5ZFLmFAZyspDZO27HWSGKuk2vp1o7tbIzq42l5SgHl3bFD5Ynmz3ojNkqlFLqtTFOZdON5i96FnvdZbr7_HrhNHigmC5r8i2jxOvsrdLx6rRL7WcclAmPNTrK-IMAgzAewbHkPcTFwJTHNcFOkA16yBRUNmze', 'width': 3456}]",3.7,859.0,"{'location': {'lat': 27.7195729, 'lng': 85.3092004}, 'viewport': {'northeast': {'lat': 27.7209517302915, 'lng': 85.3106075302915}, 'southwest': {'lat': 27.71825376970849, 'lng': 85.3079095697085}}}",2.0,"['pizza', 'coffee', 'sekuwa']",High (Rs. 701–1200)
